title;phones;city;address;instagram;whatsapp;e-mails;url
НА УГЛЯХ;+7‒776‒719‒44‒44;kostanay;улица Тауелсыздык, 109/2;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001035998799/63.628612%2C53.218283
КЫЗЫЛДАШ;;kostanay;улица Механизаторов, 17;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001062961703/63.704975%2C53.194773
BAR BOSS;+7 (7142) 39‒90‒99,+7‒707‒239‒90‒99;kostanay;проспект Нурсултана Назарбаева, 193;https://www.instagram.com/bar_boss_kst/;https://api.whatsapp.com/send/?phone=77072399099&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001050554662/63.613452%2C53.236023
ПРИСТАНЬ;+7 (71455) 3‒76‒76,+7 (71455) 3‒75‒55,+7‒777‒745‒15‒88;kostanay;Костанай-Заречный 2 километр, 1;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001057724209/63.709177%2C53.221398
АЛАДДИН;+7‒776‒492‒11‒12,+7‒708‒124‒84‒13;kostanay;8-й микрорайон, 6/1;https://www.instagram.com/aladdin_kostanaycafe/;https://api.whatsapp.com/send/?phone=77081248413&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001066099083/63.595048%2C53.183804
НА УГЛЯХ;+7‒707‒650‒99‒29;kostanay;проспект Нурсултана Назарбаева, 120;https://www.instagram.com/na_uglyah.kst/;https://api.whatsapp.com/send/?phone=77076509929&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001037288796/63.6414%2C53.225073
ELEFANT;+7 (7142) 56‒86‒13;kostanay;улица Чехова, 106/2;https://www.instagram.com/elefant.cafe/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001037246601/63.625505%2C53.219215
КЕРЕЙ;+7‒707‒975‒13‒12;kostanay;улица Поповича, 169;https://www.instagram.com/kerei_kafesi/;https://api.whatsapp.com/send/?phone=77079751312&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001052806557/63.71464%2C53.217937
ЛАДОГА;+7 (7142) 53‒13‒20;kostanay;улица Шевченко, 64а;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/9/firm/70000001036580422/63.645397%2C53.218346
SABRINA 2;+7‒705‒331‒75‒96;kostanay;улица Узкоколейная, 46а;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001037207238/63.639805%2C53.254946
PIZZA BOSS;+7‒747‒900‒06‒05;kostanay;улица Гоголя, 145;https://www.instagram.com/boss.pizza.kst/;https://api.whatsapp.com/send/?phone=77479000605&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001039704699/63.617412%2C53.216827
CLEVER;+7‒707‒215‒40‒80;kostanay;проспект Аль-Фараби, 138;https://www.instagram.com/clever_kst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001059927223/63.613989%2C53.224176
СЕЛИ ПОЕЛИ;+7‒777‒147‒77‒90;kostanay;улица Механизаторов, 4/1;https://www.instagram.com/seli_poeli_kst/;https://api.whatsapp.com/send/?phone=77771477790&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001056817589/63.690299%2C53.194763
ВКУС;+7 (7142) 54‒35‒87,+7‒707‒844‒47‒07;kostanay;проспект Абая, 190;https://www.instagram.com/kostanay.vkus/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001039607413/63.643868%2C53.214781
ОАЗИС;+7 (7142) 55‒70‒30,+7‒705‒229‒44‒64;kostanay;улица Киевская, 28/4;https://www.instagram.com/oazic_kst/;https://api.whatsapp.com/send/?phone=77052294464&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001035243972/63.668226%2C53.239741
МАСТЕРСУШИ & ДЖОNБИЗОN;+7‒705‒130‒90‒90;kostanay;улица Толстого, 52/3;https://www.instagram.com/mastersushikst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001037184232/63.633934%2C53.211285
ЕЩЁ;+7 (7142) 90‒11‒14;kostanay;улица Победы, 104;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001036935974/63.622902%2C53.230135
КУПЕЧЕСКИЙ ДОМ;+7 (7142) 50‒43‒90;kostanay;проспект Аль-Фараби, 71;https://www.instagram.com/kupecheskiidom_kst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001037147249/63.634021%2C53.213108
PIZZA PLUS;+7‒777‒220‒04‒10,+7‒747‒848‒15‒81,+7‒771‒293‒53‒13,+7 (7142) 22‒00‒65,+7‒747‒326‒82‒06;kostanay;9-й микрорайон, 5/1;https://www.instagram.com/_pizza_pluss/;https://api.whatsapp.com/send/?phone=77772200410&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001036550626/63.595666%2C53.183116
СУНКАР;+7 (7142) 22‒04‒96,+7‒705‒456‒02‒61;kostanay;9-й микрорайон, 1;https://www.instagram.com/15_magazin_kst/;https://api.whatsapp.com/send/?phone=77054560261&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001035253669/63.600914%2C53.185945
ЭЛИЗА;+7 (7142) 51‒13‒44;kostanay;улица Гоголя, 92;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/10/firm/70000001038573168/63.624914%2C53.213558
PALAZZO;+7‒776‒479‒79‒75;kostanay;улица Гашека, 1/1а;https://www.instagram.com/river_house_kst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001044860311/63.615696%2C53.172686
АПШЕРОН;+7‒778‒337‒36‒44,+7 (7142) 39‒07‒61,+7‒705‒109‒99‒06;kostanay;улица Базовая, 1А;https://www.instagram.com/apsheron_kst/;https://api.whatsapp.com/send/?phone=77051099906&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001038265026/63.607132%2C53.165758
ШАШЛЫКИ ДЕРЕВЕНСКИЕ;+7‒777‒632‒77‒99;kostanay;улица Садовая, 69;https://www.instagram.com/supershashlyk.kst/;https://api.whatsapp.com/send/?phone=77776327799&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001045706501/63.603411%2C53.192642
ROYAL;+7‒747‒966‒96‒16;kostanay;улица Киевская, 17;https://www.instagram.com/royalkostanay/;https://api.whatsapp.com/send/?phone=77479669616&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001035251894/63.666067%2C53.240418
ТАЛИСМАН;+7 (7142) 50‒20‒48,+7‒777‒441‒96‒65;kostanay;улица Жамбыла, 38а;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001035761052/63.625226%2C53.200228
САЯ-ЛАУ;+7 (7142) 21‒15‒79,+7‒707‒632‒58‒68;kostanay;улица Воинов Интернационалистов, 20/4;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001037651194/63.590271%2C53.187749
BANKET.KST;+7‒777‒649‒00‒99;kostanay;5-й микрорайон, 5а;https://www.instagram.com/banket_kst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001061559641/63.595945%2C53.172306
PIZZA PLUS;+7‒777‒220‒04‒10,+7‒747‒848‒15‒81,+7‒771‒293‒53‒13,+7‒705‒243‒91‒62;kostanay;проспект Аль-Фараби, 65;https://www.instagram.com/_pizza_pluss/;https://api.whatsapp.com/send/?phone=77772200410&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001048920025/63.636359%2C53.211511
ГАВАНА;+7 (7142) 54‒74‒04;kostanay;улица Дулатова, 89;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001035975773/63.635888%2C53.216352
ШАШЛЫКИ №1;+7‒777‒634‒54‒44;kostanay;улица Чкалова, 14;https://www.instagram.com/shashlyki_n1_ot_yusuf/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001041159346/63.606772%2C53.18087
ДАРАЙ;;kostanay;улица Генерала Арыстанбекова, 19;https://www.instagram.com/darai.gostinitsa/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001057561524/63.594985%2C53.18085
ОБЖОРКИН;+7‒705‒621‒30‒97;kostanay;проспект Аль-Фараби, 65;https://www.instagram.com/obzhorkin_rdn/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/11/firm/70000001035208462/63.636359%2C53.211511
ВОСТОЧНАЯ КУХНЯ;+7‒775‒539‒61‒29;kostanay;улица Касымханова, 110;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001036197429/63.644216%2C53.217181
10 РЕГИОН;;kostanay;улица Леонида Беды, 75;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001052578330/63.729352%2C53.212191
ФЕДОРОВСКИЕ ШАШЛЫКИ;+7‒747‒416‒14‒94;kostanay;улица Лермонтова, 28/4а;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001060678520/63.650639%2C53.232978
BLOOMICO;+7‒777‒233‒56‒69;kostanay;улица Тауелсыздык, 166;https://www.instagram.com/bloomico/;https://api.whatsapp.com/send/?phone=77772335669&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001059307808/63.620228%2C53.223168
СТАРЫЙ ГОРОД;;kostanay;улица Касымханова, 26;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001037054874/63.635445%2C53.211864
ШЕШ БЕШ;+7 (7142) 21‒29‒01;kostanay;улица Костанай-Аулиеколь, 2;https://www.instagram.com/shesh_besh.kst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001037099692/63.616314%2C53.163127
ШАШЛЫКИ №1 ОТ ЮСУФА;+7‒705‒655‒76‒66,+7‒775‒440‒60‒06;kostanay;улица Алтынсарина, 59а;https://www.instagram.com/shashlyki_n1_ot_yusuf.kst/;https://api.whatsapp.com/send/?phone=77754406006&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001061534041/63.622247%2C53.204547
BELOCHKA ESPRESSO BAR;+7‒747‒292‒08‒10;kostanay;проспект Аль-Фараби, 85;https://www.instagram.com/cafe_belochka/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001039523409/63.629629%2C53.215059
BIG MAC;;kostanay;улица Чкалова, 5;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001035912994/63.611816%2C53.178711
BAKARDA;+7‒701‒705‒55‒85;kostanay;улица Механизаторов, 24а;https://www.instagram.com/bakarda_tobol/;https://api.whatsapp.com/send/?phone=77017055585&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001052434081/63.711629%2C53.19826
АСИЯТ;;kostanay;улица Дулатова, 117;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001035998252/63.64031%2C53.219357
ШЫМКЕНТ;+7‒747‒594‒08‒74;kostanay;улица Киевская, 17;https://www.instagram.com/kostanay_kafeshymkent/;https://api.whatsapp.com/send/?phone=77475940874&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/12/firm/70000001065383037/63.666112%2C53.240385
БЕЛЫЙ ЛЕБЕДЬ;+7 (7142) 26‒33‒22,+7‒771‒577‒39‒33,+7‒705‒803‒73‒33;kostanay;улица Мирошниченко, 18;;https://api.whatsapp.com/send/?phone=77058037333&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001039176901/63.604065%2C53.17424
AITEGA;;kostanay;Федоровская трасса, 5/1;https://www.instagram.com/_aitega_/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001046499329/63.620545%2C53.248867
ЦЕНТР;;kostanay;улица Касымханова, 26 киоск;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001058690575/63.635444%2C53.211761
ОЛЖА;+7‒705‒329‒94‒54,+7‒702‒703‒70‒87;kostanay;улица Шевченко, 106;https://www.instagram.com/shashlik_olzha.kst/;https://api.whatsapp.com/send/?phone=77053299454&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001036515900/63.639497%2C53.221192
ПАНДА;+7‒707‒307‒90‒19;kostanay;улица Маяковского, 109/3;;https://api.whatsapp.com/send/?phone=77073079019&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001065054811/63.611406%2C53.179669
ДЖИНН;;kostanay;улица Перронная, 7;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001035234496/63.606644%2C53.227182
ХЛЕБ ИЗ ТАНДЫРА;+7‒775‒091‒34‒98;kostanay;улица Бородина, 221а;https://www.instagram.com/hleb_iztandyra_kostanay/;https://api.whatsapp.com/send/?phone=77750913498&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001036371005/63.636086%2C53.233583
SIMPLE DAY;+7‒747‒035‒28‒42;kostanay;улица Баймагамбетова, 147/3;https://www.instagram.com/simpleday_kst/;https://api.whatsapp.com/send/?phone=77470352842&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001062746294/63.617937%2C53.207681
МАНГАЛ;+7‒747‒152‒62‒51,+7‒775‒314‒31‒48;kostanay;улица Чехова, 105;https://www.instagram.com/mangal_kst/;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001036273738/63.621105%2C53.217018
EVA BAKERY;+7‒777‒754‒58‒24,+7 (7142) 54‒58‒24;kostanay;улица Касымханова, 43а;https://www.instagram.com/evabakery.kz/;https://api.whatsapp.com/send/?phone=77777545824&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001054827889/63.635611%2C53.211585
ПОЕДИМ;+7‒778‒354‒60‒00;kostanay;улица Свободы, 54;https://www.instagram.com/cafepoedim_kst/;https://api.whatsapp.com/send/?phone=77055077704&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001064764819/63.674478%2C53.232983
MALI DESSERTS;+7‒701‒896‒64‒82;kostanay;улица Козыбаева, 153;https://www.instagram.com/mali.dessert/;https://api.whatsapp.com/send/?phone=77018966482&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/13/firm/70000001054304249/63.637297%2C53.223146
ВРЕМЯ ЕСТЬ;;kostanay;улица Победы, 56а;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/14/firm/70000001048469183/63.639739%2C53.220005
АНАРА;+7 (7142) 50‒68‒63;kostanay;улица Дощанова, 149;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/14/firm/70000001036167769/63.603939%2C53.221749
ШЕФ ГУС;+7‒705‒191‒96‒54;kostanay;улица Лермонтова, 26а;https://www.instagram.com/shefgus_cafebar/;https://api.whatsapp.com/send/?phone=77051919654&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/14/firm/70000001041926169/63.654216%2C53.229468
ТРАПЕЗА;;kostanay;улица Тауелсыздык, 83;;;;https://2gis.kz/kostanay/search/%D0%BA%D0%B0%D1%84%D0%B5/page/14/firm/70000001037209430/63.63511%2C53.214585
